ln_kingdom;ln_phylum;ln_class;ln_order;ln_family;ln_genus;ln_species;TaxonId;sulfur;sulphur;nitrogen;ammoni;nitrite;nitrate;b12;cobal;iron;ferr;phosp;nitric;hydroxy;nitro;HNSm-1;HNSm-2;HNSm-3;HNS+s-1;HNS+s-2;HNS+s-3;BF-1;BF-2;BF-3;BF+s-1;BF+s-2;BF+s-3;Probio+s-1;Probio+s-2;Probio+s-3;Probio+BF-1;Probio+BF-2;Probio+BF-3;soil-1;soil-2;soil-3;HNS+Bf bassin;HNS bassin;BF;HNS;RAS;Soil;WS
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Sphingobium yanoikuyae;6;10;0;3;10;4;3;0;11;20;20;225;1;64;13;75;74;84;3;2;9;230;11;116;0;0;1;4;9;21;0;109;80;4;16;26;283;1304;4;1;0;4;8
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;unclassified Sphingobium;5;182;0;89;63;39;61;13;156;255;291;3181;23;874;215;4;0;3;0;1;0;1;5;0;4;0;0;0;2;0;0;0;0;1;3;2;14;5;5;108;0;149;4
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas hengshuiensis;6;7;0;15;2;3;3;0;7;11;21;204;0;56;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas koreensis;6;6;0;1;7;0;0;0;7;10;19;204;0;48;7;0;1;0;1;2;0;11;1;1;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas melonis;6;7;0;1;6;0;0;0;5;8;13;188;0;45;7;0;3;6;84;8;1;48;8;0;21;2;2;1;0;0;3;2;5;0;2;0;0;1;1;3;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas paucimobilis;6;17;0;6;6;4;3;0;11;15;18;205;0;42;11;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sanxanigenens;6;3;0;3;3;1;0;0;3;7;11;102;0;30;6;0;1;1;2;1;2;5;3;0;3;0;0;0;0;0;1;0;0;0;0;1;0;2;0;1;0;1;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas taxi;6;5;0;4;2;2;2;0;13;8;9;199;0;44;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas wittichii;6;23;0;7;19;5;6;3;6;25;67;441;10;187;32;1;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;8;2;0;1;1;0;1;80;0;0;9;10
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unclassified Sphingomonas;5;160;0;68;83;35;36;5;106;187;297;3312;17;869;185;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;0;6;1;0;2;9
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis alaskensis;6;5;0;6;6;3;2;2;3;8;13;181;0;38;19;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis fribergensis;6;8;0;8;5;1;0;1;15;9;15;202;0;52;22;0;1;0;0;0;0;4;0;1;0;0;0;2;1;2;1;1;0;0;0;0;0;1;1;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis macrogoltabida;6;14;0;10;6;7;11;0;9;25;26;399;0;123;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;17;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis terrae;6;7;0;2;2;0;2;0;4;7;12;182;1;48;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;unclassified Sphingopyxis;5;99;0;59;63;21;35;9;84;122;176;2305;6;627;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Zymomonas;Zymomonas mobilis;6;56;0;97;15;0;2;0;29;83;99;1012;0;136;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;unclassified Sphingomonadaceae;unclassified Sphingomonadaceae;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;6;2;2;0;2;0;2;4;0
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;unclassified Sphingomonadales;unclassified Sphingomonadales;unclassified Sphingomonadales;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria;Micavibrio;Micavibrio aeruginosavorus;6;22;0;9;1;3;5;0;7;16;17;210;2;45;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;9;0;1;0;0;1;5;0
Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria;Micavibrio;unclassified Micavibrio;5;22;0;9;1;3;5;0;7;16;17;210;2;45;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria;unclassified Alphaproteobacteria;2;9073;46;5758;3707;1409;3971;1264;6892;11123;10962;137103;692;34966;8671;4;2;0;0;4;2;1;4;0;0;2;0;1;7;2;0;0;1;2;4;5;12;2;11;3;5;17;10
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter denitrificans;6;14;0;2;3;3;19;0;11;37;28;270;1;125;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter insolitus;6;15;0;3;14;4;15;0;7;43;38;280;3;145;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter spanius;6;15;0;5;13;3;14;0;8;35;34;261;0;135;13;0;0;0;0;0;0;2;1;0;0;0;0;1;30;1;0;8;2;2;0;32;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter xylosoxidans;6;81;0;33;37;35;82;14;33;240;278;1258;19;430;78;0;0;0;0;1;0;1;0;0;2;0;1;0;4;1;0;3;1;0;1;2;2;0;0;11;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;unclassified Achromobacter;5;156;0;55;95;54;163;14;70;423;442;2616;25;1082;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella kashmirensis;6;12;0;4;2;4;16;0;7;21;27;187;1;52;11;0;0;0;1;0;0;0;3;0;0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella mimigardefordensis;6;14;0;5;7;3;11;2;7;21;26;228;1;84;15;0;0;0;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;6;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;Alcaligenes faecalis;6;34;0;0;12;2;10;0;8;52;48;411;3;188;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;unclassified Alcaligenes;5;50;0;6;23;3;10;0;10;77;67;619;5;273;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella avium;6;11;3;5;3;0;1;2;2;17;25;184;0;64;8;1;0;0;0;0;0;0;0;0;3;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchialis;6;10;0;2;6;2;13;0;7;19;23;233;2;118;9;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella bronchiseptica;6;61;2;19;19;0;15;101;9;116;143;661;1;255;35;2;1;10;0;6;3;3;4;4;0;1;0;0;1;0;1;1;0;1;5;3;0;0;0;61;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella flabilis;6;11;0;1;8;4;14;0;7;24;22;234;2;116;10;1;7;15;5;6;2;12;21;20;5;2;1;2;5;9;2;14;11;0;5;7;0;0;0;63;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella genomosp.;6;11;0;1;10;3;15;0;9;25;26;232;1;107;7;0;1;2;5;2;2;5;3;10;2;3;0;2;5;4;4;8;2;5;3;7;1;0;0;58;1;2;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella hinzii;6;16;0;5;3;2;2;2;3;27;33;245;0;106;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella parapertussis;6;30;0;10;10;0;5;0;4;47;60;296;0;97;17;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella petrii;6;14;0;7;2;10;16;1;4;14;25;137;5;75;14;183;378;951;355;1136;211;1040;241;1622;678;188;47;150;489;756;347;997;945;292;99;498;1;17;5;22205;2;8;3
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella trematum;6;13;0;6;4;4;8;3;3;21;35;222;1;65;12;0;0;0;1;0;0;1;0;0;0;0;0;0;5;1;0;0;2;0;0;6;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;unclassified Bordetella;5;317;6;97;108;32;113;113;93;517;670;4439;20;1625;205;0;0;4;1;0;0;2;0;4;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;11;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Castellaniella;Castellaniella defragrans;6;18;0;7;3;8;14;2;10;29;27;231;5;108;15;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Derxia;unclassified Derxia;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia;Kerstersia gyiorum;6;13;0;7;9;1;1;0;2;14;18;197;0;87;11;0;2;3;3;9;9;8;8;10;4;1;0;0;5;1;4;5;5;3;7;11;0;0;0;78;1;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;unclassified Alcaligenaceae;unclassified Alcaligenaceae;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia;6;69;0;14;28;15;31;1;46;83;72;920;2;361;53;0;0;0;0;6;0;3;1;1;1;0;3;0;0;0;0;1;1;0;2;0;0;2;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia gladioli;6;56;0;12;22;9;15;3;24;69;61;621;1;199;34;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia mallei;6;211;0;56;80;78;67;13;114;243;177;2596;7;713;137;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia multivorans;6;91;0;25;35;16;65;1;53;132;98;1175;4;441;67;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;2;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia plantarii;6;49;0;13;26;12;33;5;30;66;73;661;1;100;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia pseudomallei;6;376;2;96;165;137;170;16;209;455;339;4816;16;1278;249;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia pseudomultivorans;6;19;0;2;7;3;23;0;23;29;23;332;1;166;16;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia pyrrocinia;6;14;0;2;9;3;14;0;17;29;23;325;0;120;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia stabilis;6;27;0;2;10;3;21;0;21;32;27;361;2;162;16;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis;6;216;0;51;101;72;96;11;132;239;189;2808;4;866;159;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;unclassified Burkholderia;5;2003;11;496;868;538;1050;210;1279;2451;2077;26790;79;8744;1374;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;5;0;6;7;4
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus basilensis;6;47;0;14;10;28;44;11;37;52;60;383;8;199;26;0;0;0;0;0;68;0;0;0;0;0;0;4;0;78;0;2;1;0;0;0;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus gilardii;6;18;0;3;7;5;3;0;23;32;28;280;2;86;9;0;1;0;0;0;1;0;14;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus metallidurans;6;34;2;5;7;7;20;4;17;24;37;341;2;108;17;0;72;100;0;0;0;55;221;113;0;0;1;0;0;11;0;1;0;0;20;6;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus necator;6;105;0;16;33;25;53;102;57;82;115;998;4;485;68;0;0;2;0;0;1;0;4;1;0;0;0;1;3;4;0;0;1;0;1;0;0;0;0;0;2;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus pauculus;6;24;0;5;13;5;13;0;12;24;25;271;2;91;16;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus pinatubonensis;6;30;0;5;16;5;16;4;10;25;54;291;6;128;21;0;1;0;0;0;2;0;1;0;0;0;1;0;0;5;0;0;1;0;0;0;0;0;0;0;0;2;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus taiwanensis;6;36;1;13;10;12;23;101;18;36;51;362;3;111;21;0;0;1;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;unclassified Cupriavidus;5;403;3;77;151;100;215;222;233;366;504;4188;29;1837;248;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;unclassified Limnobacter;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Mycoavidus;Mycoavidus cysteinexigens;6;6;0;3;3;0;1;1;3;6;15;137;0;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea apista;6;12;0;2;4;3;15;0;12;14;19;234;0;96;7;5;14;32;4;51;4;61;50;3;6;4;18;3;3;15;50;9;5;6;26;22;0;0;0;1;2;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea faecigallinarum;6;15;0;1;6;3;10;0;15;11;17;233;0;104;5;0;3;4;1;9;2;4;4;1;0;1;3;0;3;0;4;2;3;1;12;1;1;1;0;0;1;2;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea norimbergensis;6;17;0;2;6;2;20;0;14;18;21;250;0;118;9;21;44;31;2;41;13;12;9;2;0;1;4;0;2;2;4;0;1;4;10;112;0;0;0;0;1;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea oxalativorans;6;17;0;2;7;3;17;0;16;15;22;236;0;113;8;0;6;8;1;8;0;10;10;2;0;1;3;1;0;4;10;1;0;1;6;5;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea pnomenusa;6;67;0;6;22;12;64;0;51;53;85;935;0;476;32;119;428;618;126;642;36;1481;333;79;101;168;663;52;41;193;1017;238;143;236;66;460;1;2;2;7;0;4;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea pulmonicola;6;20;0;2;8;2;10;0;12;11;20;236;0;111;8;0;5;2;4;6;1;2;2;0;0;1;0;0;0;0;2;0;1;0;1;2;0;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea sputorum;6;16;0;2;7;3;16;0;15;18;21;250;0;117;11;0;3;9;0;8;1;9;3;1;1;1;5;1;0;4;12;0;2;2;10;6;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea thiooxydans;6;17;0;1;5;2;15;1;8;16;24;230;1;88;8;4;6;5;0;1;0;5;4;0;0;1;1;1;1;0;2;1;0;3;5;8;0;0;0;69;3;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea vervacti;6;18;0;2;7;3;13;0;17;15;18;240;0;116;8;34;110;66;7;87;12;16;39;2;2;7;65;5;4;9;28;13;22;17;56;210;1;1;0;0;1;3;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia caledonica;6;24;0;2;15;4;8;0;18;21;27;317;0;116;15;1;0;0;174;260;81;37;5;2;5;14;15;238;177;19;1;31;50;49;9;2;0;0;0;0;0;6;1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia fungorum;6;41;0;8;10;5;11;0;17;42;19;317;0;142;20;0;0;0;3;11;1;1;0;0;0;0;0;7;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia graminis;6;20;0;3;19;4;20;0;20;25;26;334;0;136;14;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia phenoliruptrix;6;24;0;16;11;6;33;0;12;46;32;328;2;111;29;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia phytofirmans;6;14;0;6;8;3;4;1;20;17;33;336;1;105;18;0;0;0;34;34;11;8;0;1;1;3;3;35;30;4;0;4;9;9;1;0;0;0;1;0;0;4;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia rhizoxinica;6;13;1;9;6;1;6;1;10;10;20;217;1;60;12;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia terrae;6;28;0;5;22;5;16;0;15;37;39;384;1;175;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia terricola;6;18;0;5;16;6;16;0;16;24;25;312;0;119;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia xenovorans;6;48;0;15;14;5;3;1;14;51;30;348;0;177;25;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;1;2;0;1;1;0;1;0;0;0;4;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paucimonas;Paucimonas lemoignei;6;22;0;4;11;2;3;1;12;30;26;278;4;67;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Polynucleobacter asymbioticus;6;26;0;5;3;2;4;3;4;15;14;144;1;41;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;677;4;17;0;1
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;Polynucleobacter necessarius;6;10;1;2;2;0;0;0;5;12;10;111;0;25;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;19;0;4;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia mannitolilytica;6;12;0;4;4;2;8;0;15;15;21;228;0;87;10;2;0;3;1;0;0;1;2;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia pickettii;6;52;2;16;22;13;50;2;32;57;93;796;6;310;46;195;16;94;83;27;39;18;62;239;1;3;1;41;32;0;0;0;1;1;13;12;0;0;2;6;1;0;6
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia solanacearum;6;147;6;53;56;50;103;41;155;160;262;1836;24;567;112;0;2;1;1;0;14;2;3;1;0;0;0;3;2;1;1;0;0;0;1;0;0;0;1;0;1;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;unclassified Ralstonia;5;254;8;84;100;73;177;43;226;277;414;3362;32;1141;196;3;1;3;1;1;0;1;1;2;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;1;2;3;0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;unclassified Burkholderiaceae;unclassified Burkholderiaceae;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
